customer_id,signup_date,acquisition_channel,age,city_tier,frequency,monetary_total,aov,last_purchase,first_purchase,total_quantity,n_categories,recency_days,tenure_days,purchase_rate,account_age_days,future_ltv
CUST00045,2023-11-18,Paid Ads,31,Tier 1,8.0,5147.78,643.4725,2024-06-06,2023-11-21,24.0,5.0,25.0,226,1.0762331838565022,226,4980.8099999999995
CUST00046,2023-09-22,Organic Search,47,Tier 1,10.0,8855.289999999999,885.5289999999999,2024-06-29,2023-10-12,24.0,6.0,2.0,283,1.1406844106463878,283,8183.5
CUST00047,2023-12-29,Social Media,24,Tier 3,7.0,3099.39,442.77,2024-06-24,2024-01-01,14.0,5.0,7.0,185,1.153846153846154,185,1498.84
CUST00048,2023-11-12,Paid Ads,33,Tier 1,9.0,9417.13,1046.3477777777778,2024-06-19,2023-11-18,20.0,5.0,12.0,232,1.1946902654867257,232,5278.46
CUST00049,2023-09-17,Organic Search,34,Tier 1,10.0,9847.09,984.7090000000001,2024-06-25,2024-01-10,28.0,5.0,6.0,288,1.7341040462427746,288,14381.74
CUST00050,2023-07-14,Organic Search,42,Tier 3,3.0,1706.27,568.7566666666667,2024-05-15,2023-09-14,9.0,3.0,47.0,353,0.30927835051546393,353,4965.84
CUST00051,2023-11-24,Paid Ads,41,Tier 1,42.0,119970.87,2856.4492857142855,2024-06-22,2023-11-25,116.0,6.0,9.0,220,5.7534246575342465,220,128474.97
CUST00052,2023-11-05,Email,28,Tier 2,20.0,33167.55,1658.3775,2024-07-01,2023-11-07,51.0,6.0,0.0,239,2.531645569620253,239,48453.39
CUST00053,2023-08-23,Paid Ads,59,Tier 1,21.0,32118.68,1529.4609523809524,2024-06-28,2023-08-24,47.0,6.0,3.0,313,2.019230769230769,313,49667.34
CUST00054,2023-11-25,Email,59,Tier 2,15.0,23807.72,1587.1813333333334,2024-06-12,2023-12-18,33.0,6.0,19.0,219,2.295918367346939,219,45555.51
CUST00055,2023-07-29,Paid Ads,35,Tier 1,13.0,13524.01,1040.3084615384616,2024-04-25,2023-07-30,38.0,5.0,67.0,338,1.1572700296735905,338,16822.75
CUST00056,2023-07-24,Email,48,Tier 3,21.0,42296.87,2014.1366666666668,2024-06-22,2023-08-02,57.0,6.0,9.0,343,1.8862275449101795,343,51888.29
CUST00057,2023-09-20,Organic Search,28,Tier 1,6.0,2690.59,448.4316666666667,2024-05-13,2023-12-02,17.0,3.0,49.0,285,0.8490566037735849,285,5962.36
CUST00058,2023-09-01,Organic Search,37,Tier 1,5.0,2309.48,461.896,2024-04-20,2023-09-18,9.0,3.0,72.0,304,0.5226480836236933,304,3449.73
CUST00059,2023-10-13,Email,47,Tier 2,4.0,2287.34,571.835,2024-06-05,2024-02-09,14.0,3.0,26.0,262,0.8391608391608392,262,2645.8900000000003
CUST00060,2023-08-26,Paid Ads,20,Tier 3,5.0,2626.25,525.25,2024-04-11,2023-10-17,12.0,3.0,81.0,310,0.5813953488372093,310,2014.4
CUST00061,2023-11-13,Organic Search,54,Tier 1,3.0,1807.81,602.6033333333334,2024-05-25,2023-12-20,5.0,2.0,37.0,231,0.4639175257731959,231,150.0
CUST00062,2023-08-31,Paid Ads,37,Tier 3,3.0,1769.06,589.6866666666666,2024-06-13,2023-11-05,9.0,3.0,18.0,305,0.37656903765690375,305,1165.9
CUST00063,2023-12-04,Organic Search,25,Tier 1,19.0,30206.28,1589.8042105263157,2024-06-24,2023-12-11,47.0,6.0,7.0,210,2.8078817733990147,210,36052.37
CUST00064,2023-07-17,Paid Ads,44,Tier 2,7.0,3848.98,549.8542857142858,2024-04-05,2023-10-19,13.0,5.0,87.0,350,0.8203125,350,2712.56
CUST00065,2023-09-04,Paid Ads,33,Tier 1,3.0,1370.35,456.7833333333333,2024-04-28,2023-09-29,9.0,3.0,64.0,301,0.32608695652173914,301,1458.13
CUST00066,2023-07-06,Email,56,Tier 2,5.0,5035.26,1007.052,2023-12-26,2023-07-23,11.0,4.0,188.0,361,0.436046511627907,361,0.0
CUST00067,2023-08-27,Social Media,21,Tier 1,4.0,1963.75,490.9375,2024-06-12,2023-10-16,8.0,3.0,19.0,309,0.46332046332046334,309,818.65
CUST00068,2023-09-07,Organic Search,56,Tier 1,23.0,39157.06,1702.4808695652173,2024-06-18,2023-09-08,44.0,6.0,13.0,298,2.323232323232323,298,37047.76
CUST00069,2023-12-03,Referral,34,Tier 1,3.0,1653.8,551.2666666666667,2024-04-18,2024-01-16,6.0,2.0,74.0,211,0.5389221556886228,211,2164.31
CUST00070,2023-08-31,Paid Ads,20,Tier 1,49.0,150855.32,3078.6800000000003,2024-06-30,2023-08-31,124.0,6.0,1.0,305,4.8196721311475414,305,165488.37
CUST00071,2023-12-16,Email,49,Tier 3,18.0,29431.58,1635.0877777777778,2024-06-03,2024-01-10,47.0,6.0,28.0,198,3.121387283236994,198,30545.67
CUST00072,2024-01-13,Email,46,Tier 3,1.0,866.86,866.86,2024-02-16,2024-02-16,2.0,1.0,136.0,170,0.22058823529411764,170,2151.38
CUST00073,2023-09-20,Email,25,Tier 2,8.0,4325.38,540.6725,2024-06-18,2023-10-03,18.0,5.0,13.0,285,0.8823529411764706,285,1054.04
CUST00074,2023-12-16,Paid Ads,48,Tier 1,30.0,50305.49,1676.8496666666665,2024-06-26,2023-12-16,64.0,6.0,5.0,198,4.545454545454546,198,46027.03
CUST00075,2023-12-24,Paid Ads,25,Tier 1,9.0,8285.81,920.6455555555555,2024-05-21,2024-01-26,28.0,4.0,41.0,190,1.7197452229299364,190,10108.37
CUST00076,2023-12-24,Organic Search,54,Tier 2,7.0,7283.07,1040.4385714285713,2024-05-22,2024-01-04,19.0,5.0,40.0,190,1.1731843575418994,190,13973.630000000001
CUST00077,2023-09-09,Organic Search,47,Tier 3,35.0,54042.54,1544.0725714285716,2024-06-25,2023-09-27,75.0,6.0,6.0,296,3.7769784172661867,296,34408.93
CUST00078,2023-11-08,Paid Ads,42,Tier 2,1.0,462.54,462.54,2024-05-20,2024-05-20,4.0,1.0,42.0,236,0.7142857142857142,236,2873.4
CUST00079,2023-07-10,Paid Ads,57,Tier 3,8.0,4807.66,600.9575,2024-04-10,2023-09-01,24.0,4.0,82.0,357,0.7894736842105263,357,2757.03
CUST00080,2023-10-06,Paid Ads,22,Tier 3,4.0,1604.3899999999999,401.09749999999997,2024-06-24,2024-03-16,9.0,3.0,7.0,269,1.1214953271028036,269,3607.7200000000003
CUST00081,2023-09-27,Organic Search,47,Tier 3,25.0,45629.55,1825.182,2024-06-20,2023-11-05,68.0,6.0,11.0,278,3.1380753138075312,278,40220.07
CUST00082,2023-08-04,Social Media,23,Tier 1,10.0,8753.64,875.3639999999999,2024-06-14,2023-08-10,25.0,6.0,17.0,332,0.9202453987730062,332,3307.6
CUST00083,2023-07-02,Social Media,47,Tier 1,6.0,3487.09,581.1816666666667,2024-01-31,2023-07-26,18.0,3.0,152.0,365,0.527859237536657,365,469.42
CUST00084,2023-11-01,Referral,48,Tier 2,6.0,4176.26,696.0433333333334,2024-05-27,2024-01-11,15.0,4.0,35.0,243,1.0465116279069768,243,994.5999999999999
CUST00085,2023-07-24,Paid Ads,47,Tier 2,2.0,1284.0900000000001,642.0450000000001,2023-10-24,2023-09-04,7.0,2.0,251.0,343,0.19933554817275748,343,1516.92
CUST00086,2023-09-12,Social Media,44,Tier 1,2.0,1404.79,702.395,2024-05-18,2023-10-02,5.0,2.0,44.0,293,0.21978021978021978,293,701.45
CUST00087,2023-12-13,Social Media,37,Tier 1,8.0,9315.2,1164.4,2024-04-30,2023-12-13,18.0,5.0,62.0,201,1.1940298507462686,201,0.0
CUST00088,2023-07-22,Paid Ads,44,Tier 2,7.0,6884.56,983.5085714285715,2024-06-26,2023-07-27,26.0,4.0,5.0,345,0.6176470588235294,345,866.89
CUST00089,2023-12-01,Paid Ads,55,Tier 2,9.0,13503.33,1500.37,2024-06-13,2023-12-08,21.0,6.0,18.0,213,1.3106796116504855,213,38775.24
CUST00090,2023-12-18,Referral,45,Tier 1,4.0,3043.1,760.775,2024-05-05,2024-01-02,10.0,3.0,57.0,196,0.6629834254143646,196,9872.76
CUST00091,2023-12-30,Paid Ads,48,Tier 2,2.0,1523.3400000000001,761.6700000000001,2024-05-16,2024-02-15,6.0,2.0,46.0,184,0.437956204379562,184,464.97
CUST00092,2023-08-08,Paid Ads,48,Tier 2,7.0,7006.7,1000.9571428571428,2023-12-05,2023-09-07,16.0,5.0,209.0,328,0.7046979865771812,328,0.0
CUST00093,2023-12-04,Organic Search,21,Tier 2,21.0,34440.97,1640.0461904761905,2024-06-29,2023-12-22,58.0,6.0,2.0,210,3.28125,210,56670.59
CUST00094,2023-07-20,Organic Search,25,Tier 1,16.0,16161.93,1010.120625,2024-03-30,2023-07-24,38.0,6.0,93.0,347,1.3994169096209912,347,11455.32
CUST00095,2023-08-10,Social Media,27,Tier 2,27.0,42051.93,1557.4788888888888,2024-06-18,2023-08-11,64.0,6.0,13.0,326,2.4923076923076923,326,47841.16
CUST00096,2023-12-29,Email,59,Tier 2,7.0,7792.17,1113.1671428571428,2024-06-17,2024-01-27,13.0,4.0,14.0,185,1.3461538461538463,185,0.0
CUST00097,2023-11-25,Paid Ads,31,Tier 1,6.0,5674.62,945.77,2024-05-27,2024-01-15,13.0,5.0,35.0,219,1.0714285714285714,219,7389.12
CUST00098,2023-10-16,Organic Search,33,Tier 2,9.0,9768.78,1085.42,2024-06-03,2023-10-26,21.0,5.0,28.0,259,1.0843373493975903,259,0.0
CUST00099,2023-11-24,Email,23,Tier 1,5.0,2182.92,436.584,2024-06-30,2023-12-29,15.0,3.0,1.0,220,0.8108108108108109,220,1822.44
CUST00100,2023-09-22,Email,47,Tier 1,3.0,2066.65,688.8833333333333,2024-04-09,2023-11-19,8.0,2.0,83.0,283,0.4,283,0.0
CUST00101,2023-10-19,Organic Search,53,Tier 1,6.0,3718.35,619.725,2024-06-18,2023-11-30,13.0,3.0,13.0,256,0.8411214953271028,256,2319.4
CUST00102,2023-09-04,Social Media,45,Tier 1,16.0,15479.71,967.481875,2024-06-28,2023-10-06,37.0,6.0,3.0,301,1.7843866171003717,301,9338.61
CUST00103,2023-12-05,Organic Search,45,Tier 1,6.0,3312.43,552.0716666666666,2024-05-24,2024-01-11,15.0,4.0,38.0,209,1.0465116279069768,209,2197.85
CUST00104,2023-08-22,Paid Ads,26,Tier 3,9.0,6671.61,741.29,2024-05-18,2023-09-01,23.0,4.0,44.0,314,0.888157894736842,314,11946.19
CUST00105,2023-08-03,Email,50,Tier 1,24.0,38190.24,1591.26,2024-06-26,2023-08-25,62.0,6.0,5.0,333,2.315112540192926,333,55520.65
CUST00106,2023-11-27,Organic Search,38,Tier 3,2.0,932.2,466.1,2024-04-06,2024-01-27,7.0,2.0,86.0,217,0.3846153846153846,217,0.0
CUST00107,2023-09-05,Social Media,28,Tier 2,10.0,11161.01,1116.101,2024-06-13,2023-09-09,18.0,5.0,18.0,300,1.0135135135135136,300,16166.4
CUST00108,2023-11-11,Social Media,31,Tier 1,17.0,27787.83,1634.5782352941178,2024-06-23,2023-11-30,38.0,6.0,8.0,233,2.3831775700934577,233,41543.75
CUST00109,2023-07-27,Social Media,47,Tier 1,5.0,3189.38,637.876,2024-06-14,2023-09-29,13.0,3.0,17.0,340,0.5434782608695652,340,5059.33
CUST00110,2023-07-10,Organic Search,53,Tier 2,11.0,5536.05,503.27727272727276,2024-04-18,2023-09-05,31.0,6.0,74.0,357,1.1,357,436.34
CUST00111,2023-09-11,Organic Search,26,Tier 2,4.0,2234.99,558.7475,2024-04-11,2023-10-28,11.0,3.0,81.0,294,0.4858299595141701,294,2683.65
CUST00112,2023-10-04,Organic Search,47,Tier 1,3.0,1526.39,508.7966666666667,2024-04-24,2024-02-20,6.0,3.0,68.0,271,0.6818181818181819,271,2404.65
CUST00113,2023-08-17,Paid Ads,49,Tier 1,29.0,49729.82,1714.8213793103448,2024-06-27,2023-09-27,78.0,6.0,4.0,319,3.129496402877698,319,40382.93
CUST00114,2023-09-08,Social Media,59,Tier 2,13.0,23263.54,1789.503076923077,2024-05-26,2023-10-13,26.0,5.0,36.0,297,1.4885496183206106,297,50702.06
CUST00115,2024-01-03,Social Media,48,Tier 1,5.0,4695.54,939.108,2024-06-24,2024-02-11,12.0,5.0,7.0,180,1.0638297872340425,180,13809.85
CUST00116,2023-10-08,Social Media,40,Tier 3,15.0,25039.52,1669.3013333333333,2024-05-28,2023-10-20,32.0,6.0,34.0,267,1.7647058823529411,267,43702.3
CUST00117,2023-08-28,Referral,39,Tier 2,21.0,28824.73,1372.6061904761905,2024-06-03,2023-09-06,55.0,5.0,28.0,308,2.1070234113712374,308,50182.72
CUST00118,2023-07-02,Social Media,30,Tier 1,3.0,1212.08,404.02666666666664,2023-12-23,2023-10-01,7.0,2.0,191.0,365,0.3284671532846716,365,1693.41
CUST00119,2023-12-04,Paid Ads,29,Tier 1,18.0,24310.47,1350.5816666666667,2024-06-28,2023-12-15,48.0,5.0,3.0,210,2.71356783919598,210,61054.7
CUST00120,2024-01-12,Organic Search,20,Tier 1,6.0,6204.25,1034.0416666666667,2024-06-24,2024-01-30,18.0,4.0,7.0,171,1.1764705882352942,171,17290.09
CUST00121,2023-09-03,Email,59,Tier 3,28.0,40836.41,1458.4432142857145,2024-06-29,2023-09-11,64.0,6.0,2.0,302,2.8571428571428568,302,46059.58
CUST00122,2023-09-21,Organic Search,20,Tier 1,28.0,48572.11,1734.7182142857143,2024-05-27,2023-09-22,64.0,6.0,35.0,284,2.968197879858657,284,38727.07
CUST00123,2023-12-01,Organic Search,52,Tier 1,1.0,585.92,585.92,2024-01-12,2024-01-12,2.0,1.0,171.0,213,0.17543859649122806,213,2451.49
CUST00124,2023-07-10,Paid Ads,21,Tier 2,5.0,2834.3199999999997,566.8639999999999,2024-06-21,2023-07-19,12.0,4.0,10.0,357,0.43103448275862066,357,2310.01
CUST00125,2023-08-22,Social Media,34,Tier 1,1.0,496.97,496.97,2023-09-24,2023-09-24,3.0,1.0,281.0,314,0.10676156583629892,314,2137.11
CUST00126,2023-09-17,Organic Search,22,Tier 2,11.0,9783.49,889.4081818181818,2024-06-27,2023-10-08,24.0,4.0,4.0,288,1.2359550561797752,288,1826.52
CUST00127,2023-08-28,Social Media,41,Tier 3,26.0,40253.88,1548.2261538461537,2024-07-01,2023-08-30,63.0,6.0,0.0,308,2.5490196078431375,308,1856.17
CUST00128,2023-11-27,Social Media,38,Tier 2,15.0,25820.75,1721.3833333333334,2024-06-29,2023-12-24,33.0,6.0,2.0,217,2.3684210526315788,217,42644.61
CUST00129,2023-12-26,Paid Ads,43,Tier 3,2.0,803.23,401.615,2024-03-03,2024-02-21,7.0,1.0,120.0,188,0.4580152671755725,188,1388.29
CUST00130,2023-08-17,Organic Search,48,Tier 3,9.0,7634.38,848.2644444444445,2024-06-06,2023-10-21,20.0,3.0,25.0,319,1.0629921259842519,319,13814.08
CUST00131,2023-11-26,Organic Search,36,Tier 1,8.0,7185.650000000001,898.2062500000001,2024-05-06,2023-12-10,21.0,4.0,56.0,218,1.1764705882352942,218,7687.9800000000005
CUST00132,2023-10-31,Social Media,29,Tier 1,6.0,3722.86,620.4766666666667,2024-05-02,2023-12-01,16.0,4.0,60.0,244,0.8450704225352113,244,3261.21
CUST00133,2023-07-22,Social Media,47,Tier 1,2.0,616.79,308.395,2024-01-27,2023-11-29,4.0,2.0,156.0,345,0.27906976744186046,345,0.0
CUST00134,2023-10-08,Social Media,35,Tier 2,5.0,2866.2799999999997,573.256,2024-06-09,2023-12-14,9.0,5.0,22.0,267,0.75,267,4381.02
CUST00135,2023-10-06,Email,44,Tier 1,19.0,29476.809999999998,1551.4110526315787,2024-06-13,2023-10-23,48.0,5.0,18.0,269,2.261904761904762,269,51842.66
CUST00136,2023-12-05,Organic Search,41,Tier 3,8.0,5972.16,746.52,2024-06-12,2023-12-06,24.0,5.0,19.0,209,1.153846153846154,209,2571.7000000000003
CUST00137,2023-07-25,Organic Search,38,Tier 2,11.0,8378.36,761.669090909091,2024-06-14,2023-09-09,24.0,5.0,17.0,342,1.114864864864865,342,9854.82
CUST00138,2023-07-28,Social Media,20,Tier 1,9.0,7349.08,816.5644444444445,2024-06-12,2023-08-13,27.0,4.0,19.0,339,0.8359133126934984,339,1627.19
CUST00139,2024-01-09,Organic Search,42,Tier 2,7.0,4337.61,619.6585714285713,2024-06-11,2024-02-11,19.0,3.0,20.0,174,1.4893617021276597,174,4253.91
CUST00140,2023-10-21,Paid Ads,49,Tier 1,30.0,102725.95,3424.1983333333333,2024-06-28,2023-10-26,83.0,6.0,3.0,254,3.6144578313253013,254,135418.26
CUST00141,2023-08-14,Paid Ads,45,Tier 3,56.0,175172.04,3128.072142857143,2024-07-01,2023-08-20,148.0,6.0,0.0,322,5.3164556962025316,322,112092.57
CUST00142,2023-09-06,Organic Search,20,Tier 2,2.0,636.71,318.355,2024-03-07,2024-03-03,3.0,2.0,116.0,299,0.5,299,1688.17
CUST00143,2023-07-07,Organic Search,32,Tier 1,13.0,13648.55,1049.8884615384616,2024-05-09,2023-07-12,33.0,5.0,53.0,360,1.0985915492957747,360,11800.14
CUST00144,2023-08-18,Paid Ads,22,Tier 1,2.0,758.81,379.405,2024-06-08,2023-09-18,2.0,2.0,23.0,318,0.20905923344947736,318,1556.4
CUST00145,2023-11-14,Organic Search,31,Tier 3,2.0,850.0600000000001,425.03000000000003,2024-06-14,2024-01-01,3.0,1.0,17.0,230,0.3296703296703297,230,4278.19
CUST00146,2023-12-11,Organic Search,54,Tier 2,1.0,541.69,541.69,2024-01-11,2024-01-11,3.0,1.0,172.0,203,0.1744186046511628,203,2280.73
CUST00147,2023-09-21,Social Media,53,Tier 3,12.0,11776.15,981.3458333333333,2024-06-23,2023-10-15,34.0,6.0,8.0,284,1.3846153846153846,284,10760.42
CUST00148,2023-11-06,Social Media,26,Tier 1,15.0,15501.470000000001,1033.4313333333334,2024-06-29,2023-11-27,36.0,6.0,2.0,238,2.0737327188940093,238,8188.66
CUST00149,2023-11-15,Organic Search,20,Tier 1,2.0,1027.07,513.535,2024-06-06,2023-12-25,7.0,2.0,25.0,229,0.31746031746031744,229,1331.4499999999998
CUST00150,2023-12-11,Social Media,24,Tier 1,1.0,486.85,486.85,2024-06-21,2024-06-21,1.0,1.0,10.0,203,3.0,203,4313.71
CUST00151,2023-09-11,Paid Ads,49,Tier 2,15.0,25297.079999999998,1686.472,2024-06-13,2023-11-01,35.0,6.0,18.0,294,1.8518518518518516,294,40703.58
CUST00152,2023-08-15,Paid Ads,28,Tier 1,5.0,2266.65,453.33000000000004,2024-05-06,2023-09-23,14.0,5.0,56.0,321,0.5319148936170213,321,4367.81
CUST00153,2023-10-14,Social Media,39,Tier 1,6.0,2525.14,420.8566666666666,2024-06-29,2023-10-31,17.0,3.0,2.0,261,0.7377049180327868,261,2036.66
CUST00154,2023-12-07,Social Media,28,Tier 2,5.0,4698.35,939.6700000000001,2024-05-11,2024-01-07,15.0,5.0,51.0,207,0.8522727272727273,207,14864.53
CUST00155,2023-08-01,Social Media,41,Tier 2,49.0,145114.58000000002,2961.522040816327,2024-06-12,2023-08-01,126.0,6.0,19.0,335,4.388059701492538,335,28974.3
CUST00156,2023-07-06,Organic Search,21,Tier 1,9.0,6232.07,692.4522222222222,2024-06-30,2023-09-17,25.0,4.0,1.0,361,0.9375,361,3258.04
CUST00157,2023-12-23,Organic Search,50,Tier 2,5.0,5745.57,1149.114,2024-06-26,2024-01-13,11.0,5.0,5.0,191,0.8823529411764706,191,7797.39
CUST00158,2023-12-13,Social Media,38,Tier 2,18.0,29356.91,1630.9394444444445,2024-06-26,2023-12-22,48.0,6.0,5.0,201,2.8125,201,35721.92
CUST00159,2023-11-22,Paid Ads,28,Tier 1,6.0,3127.9799999999996,521.3299999999999,2024-06-21,2024-03-11,14.0,4.0,10.0,222,1.607142857142857,222,3046.8
CUST00160,2023-09-12,Organic Search,47,Tier 1,13.0,14887.57,1145.1976923076923,2024-06-26,2023-10-28,38.0,6.0,5.0,293,1.5789473684210527,293,11384.41
